,DEPTH (M),BVW (V/V),CARB_FLAG (UNITLESS),COAL_FLAG (UNITLESS),PHIF (V/V),RHOFL (G/CM3),RHOMA (G/CM3),RW (OHMM),SAND_FLAG (UNITLESS),SW (V/V),TEMP (DEGC),VSH (V/V),KLOGH (MD)
2520,3852.672,0.093184,0.0,0.0,0.093184,0.9,2.66,0.0211657,0.0,1.0,115.7506,1.1943,0.0
2521,3852.8244,0.095147,0.0,0.0,0.107368,0.9,2.66,0.0211651,0.0,0.8862,115.7541,1.2443,0.0
2522,3852.9768,0.089965,0.0,0.0,0.106252,0.9,2.66,0.0211646,0.0,0.8467,115.75770000000004,1.2324,0.0
2523,3853.1292,0.090245,0.0,0.0,0.1079519999999999,0.9,2.66,0.021164,0.0,0.8359999999999999,115.7612,1.2122,0.0
2524,3853.2816,0.092749,0.0,0.0,0.110792,0.9,2.66,0.0211635,0.0,0.8372,115.7648,1.2179,0.0
2525,3853.434,0.097569,0.0,0.0,0.113065,0.9,2.66,0.0211629,0.0,0.8629,115.7683,1.1897,0.0
2526,3853.5864,0.0886679999999999,0.0,0.0,0.0886679999999999,0.9,2.66,0.0211624,0.0,1.0,115.7718,1.224,0.0
2527,3853.7388,0.0897229999999999,0.0,0.0,0.09885,0.9,2.66,0.0211617999999999,0.0,0.9077,115.7754,1.2403,0.0
2528,3853.8912,0.0824649999999999,0.0,0.0,0.101701,0.9,2.66,0.0211613,0.0,0.8109,115.7789,1.2274,0.0
2529,3854.0436,0.0834929999999999,0.0,0.0,0.100002,0.9,2.66,0.0211608,0.0,0.8348999999999999,115.7825,1.2191,0.0
2530,3854.196,0.088554,0.0,0.0,0.115888,0.9,2.66,0.0211602,0.0,0.7641,115.786,1.1999,0.0
2531,3854.3484,0.0862959999999999,0.0,0.0,0.1238529999999999,0.9,2.66,0.0211597,0.0,0.6968,115.7895,1.2101,0.0
2532,3854.5008,0.077972,0.0,0.0,0.1199539999999999,0.9,2.66,0.0211590999999999,0.0,0.65,115.7931,1.1883,0.0
2533,3854.6532,0.0787589999999999,0.0,0.0,0.131803,0.9,2.66,0.0211586,0.0,0.5975,115.7966,1.1412000000000002,0.0
2534,3854.8056,0.088409,0.0,0.0,0.13579,0.9,2.66,0.021158,0.0,0.6511,115.8002,1.1337,0.0
2535,3854.958,0.085534,0.0,0.0,0.093805,0.9,2.66,0.0211575,0.0,0.9118,115.8037,1.2168,0.0
2536,3855.1104,0.0896789999999999,0.0,0.0,0.112475,0.9,2.66,0.0211569,0.0,0.7973,115.8073,1.2386,0.0
2537,3855.2628,0.091982,0.0,0.0,0.115337,0.9,2.66,0.0211564,0.0,0.7975,115.8108,1.2815,0.0
2538,3855.4152,0.091773,0.0,0.0,0.103425,0.9,2.66,0.0211558,0.0,0.8872999999999999,115.8143,1.2297,0.0
2539,3855.5676,0.096304,0.0,0.0,0.117595,0.9,2.66,0.0211553,0.0,0.8188999999999999,115.8179,1.1912,0.0
2540,3855.72,0.091686,0.0,0.0,0.095484,0.9,2.66,0.0211547,0.0,0.9602,115.8214,1.2283,0.0
2541,3855.8724,0.09214,0.0,0.0,0.099427,0.9,2.66,0.0211542,0.0,0.9267,115.825,1.2122,0.0
2542,3856.0248,0.094223,0.0,0.0,0.111348,0.9,2.66,0.0211537,0.0,0.8462,115.8285,1.2394,0.0
2543,3856.1772,0.095036,0.0,0.0,0.112499,0.9,2.66,0.0211530999999999,0.0,0.8448,115.8321,1.2429,0.0
2544,3856.3296,0.095117,0.0,0.0,0.109663,0.9,2.66,0.0211525999999999,0.0,0.8674,115.83560000000004,1.1988,0.0
2545,3856.482,0.091427,0.0,0.0,0.093771,0.9,2.66,0.021152,0.0,0.975,115.8391,1.2123,0.0
2546,3856.6344,0.092896,0.0,0.0,0.095452,0.9,2.66,0.0211515,0.0,0.9732,115.8427,1.2736,0.0
2547,3856.7868,0.093872,0.0,0.0,0.097157,0.9,2.66,0.0211509,0.0,0.9662,115.8462,1.2007,0.0
2548,3856.9392,0.093538,0.0,0.0,0.0937549999999999,0.9,2.66,0.0211504,0.0,0.9977,115.8498,1.232,0.0
2549,3857.0916,0.096261,0.0,0.0,0.100559,0.9,2.66,0.0211498,0.0,0.9573,115.8533,1.2324,0.0
2550,3857.244,0.091386,0.0,0.0,0.095461,0.9,2.66,0.0211493,0.0,0.9573,115.8568,1.1878,0.0
2551,3857.3964,0.087222,0.0,0.0,0.1045339999999999,0.9,2.66,0.0211487,0.0,0.8344,115.8604,1.2081,0.0
2552,3857.5488,0.0897929999999999,0.0,0.0,0.100573,0.9,2.66,0.0211482,0.0,0.8928,115.8639,1.2244,0.0
2553,3857.7012,0.095722,0.0,0.0,0.113619,0.9,2.66,0.0211477,0.0,0.8425,115.8675,1.2642000000000002,0.0
2554,3857.8536,0.09713,0.0,0.0,0.122148,0.9,2.66,0.0211471,0.0,0.7952,115.871,1.2542,0.0
2555,3858.006,0.098079,0.0,0.0,0.125564,0.9,2.66,0.0211465999999999,0.0,0.7811,115.8746,1.2513,0.0
2556,3858.1584,0.095127,0.0,0.0,0.106275,0.9,2.66,0.021146,0.0,0.8951,115.8781,1.2836,0.0
2557,3858.3108,0.092183,0.0,0.0,0.1079519999999999,0.9,2.66,0.0211455,0.0,0.8539,115.8817,1.2954,0.0
2558,3858.4632,0.097841,0.0,0.0,0.120438,0.9,2.66,0.0211449,0.0,0.8124,115.8852,1.3135,0.0
2559,3858.6156,0.1011799999999999,0.0,0.0,0.115348,0.9,2.66,0.0211444,0.0,0.8771999999999999,115.8887,1.2863000000000002,0.0
2560,3858.768,0.098136,0.0,0.0,0.1045599999999999,0.9,2.66,0.0211437999999999,0.0,0.9386,115.8923,1.266,0.0
2561,3858.9204,0.096332,0.0,0.0,0.106248,0.9,2.66,0.0211433,0.0,0.9067,115.8958,1.2862,0.0
2562,3859.0728,0.090627,0.0,0.0,0.092064,0.9,2.66,0.0211427,0.0,0.9844,115.8994,1.2226,0.0
2563,3859.2252,0.095182,0.0,0.0,0.109069,0.9,2.66,0.0211422,0.0,0.8727,115.9029,1.3332,0.0
2564,3859.3776,0.097006,0.0,0.0,0.1170349999999999,0.9,2.66,0.0211417,0.0,0.8288999999999999,115.9065,1.2637,0.0
2565,3859.53,0.093957,0.0,0.0,0.1045619999999999,0.9,2.66,0.0211410999999999,0.0,0.8986,115.91,1.241,0.0
2566,3859.6824,0.099259,0.0,0.0,0.128945,0.9,2.66,0.0211406,0.0,0.7698,115.91350000000004,1.2658,0.0
2567,3859.8348,0.096706,0.0,0.0,0.117629,0.9,2.66,0.02114,0.0,0.8221,115.9171,1.3238,0.0
2568,3859.9872,0.099715,0.0,0.0,0.130665,0.9,2.66,0.0211395,0.0,0.7631,115.9206,1.3085000000000002,0.0
2569,3860.1396,0.08472,0.0,0.0,0.08472,0.9,2.66,0.0211389,0.0,1.0,115.92420000000004,1.3191,0.0
2570,3860.292,0.0946559999999999,0.0,0.0,0.113598,0.9,2.66,0.0211384,0.0,0.8333,115.9277,1.2992,0.0
2571,3860.4444,0.097907,0.0,0.0,0.131794,0.9,2.66,0.0211377999999999,0.0,0.7429,115.9313,1.2841,0.0
2572,3860.5968,0.098045,0.0,0.0,0.13579,0.9,2.66,0.0211372999999999,0.0,0.7219999999999999,115.9348,1.3128,0.0
2573,3860.7492,0.099346,0.0,0.0,0.1272839999999999,0.9,2.66,0.0211367,0.0,0.7804999999999999,115.9384,1.3573,0.0
2574,3860.9016,0.092776,0.0,0.0,0.106845,0.9,2.66,0.0211362,0.0,0.8682999999999998,115.9419,1.3236,0.0
2575,3861.054,0.095105,0.0,0.0,0.119869,0.9,2.66,0.0211357,0.0,0.7934,115.9454,1.3411,0.0
2576,3861.2064,0.091761,0.0,0.0,0.102863,0.9,2.66,0.0211351,0.0,0.8921,115.949,1.3948,0.0
2577,3861.3588,0.097408,0.0,0.0,0.124971,0.9,2.66,0.0211345999999999,0.0,0.7794,115.9525,1.4222,0.0
2578,3861.5112,0.097251,0.0,0.0,0.117623,0.9,2.66,0.021134,0.0,0.8267999999999999,115.9561,1.3173,0.0
2579,3861.6636,0.1022059999999999,0.0,0.0,0.142013,0.9,2.66,0.0211335,0.0,0.7197,115.9596,1.3636,0.0
2580,3861.816,0.0961279999999999,0.0,0.0,0.118213,0.9,2.66,0.0211329,0.0,0.8132,115.9632,1.3808,0.0
2581,3861.9684,0.0962679999999999,0.0,0.0,0.118182,0.9,2.66,0.0211324,0.0,0.8146,115.9667,1.3482,0.0
2582,3862.1208,0.096652,0.0,0.0,0.113075,0.9,2.66,0.0211318,0.0,0.8548,115.9703,1.359,0.0
2583,3862.2732,0.098381,0.0,0.0,0.1232819999999999,0.9,2.66,0.0211313,0.0,0.7979999999999999,115.9738,1.3581,0.0
2584,3862.4256,0.093113,0.0,0.0,0.105138,0.9,2.66,0.0211307999999999,0.0,0.8856,115.97730000000004,1.3627,0.0
2585,3862.578,0.094638,0.0,0.0,0.1073829999999999,0.9,2.66,0.0211302,0.0,0.8812999999999999,115.9809,1.3745,0.0
2586,3862.7304,0.093511,0.0,0.0,0.103414,0.9,2.66,0.0211297,0.0,0.9042,115.9844,1.2761,0.0
2587,3862.8828,0.083549,0.0,0.0,0.083549,0.9,2.66,0.0211291,0.0,1.0,115.98800000000004,1.2757,0.0
2588,3863.0352,0.093226,0.0,0.0,0.096006,0.9,2.66,0.0211285999999999,0.0,0.971,115.9915,1.2525,0.0
2589,3863.1876,0.096946,0.0,0.0,0.106804,0.9,2.66,0.021128,0.0,0.9077,115.9951,1.2704,0.0
2590,3863.34,0.096296,0.0,0.0,0.101711,0.9,2.66,0.0211275,0.0,0.9468,115.9986,1.2752,0.0
2591,3863.4924,0.095074,0.0,0.0,0.096598,0.9,2.66,0.0211269,0.0,0.9842,116.0022,1.209,0.0
2592,3863.6448,0.089782,0.0,0.0,0.089782,0.9,2.66,0.0211264,0.0,1.0,116.0057,1.1971,0.0
2593,3863.7972,0.096541,0.0,0.0,0.102256,0.9,2.66,0.0211259,0.0,0.9441,116.0093,1.2639,0.0
2594,3863.9496,0.097848,0.0,0.0,0.109649,0.9,2.66,0.0211253,0.0,0.8923999999999999,116.0128,1.2869,0.0
2595,3864.102,0.096751,0.0,0.0,0.103417,0.9,2.66,0.0211248,0.0,0.9355000000000002,116.0163,1.2564,0.0
2596,3864.2544,0.106068,0.0,0.0,0.130646,0.9,2.66,0.0211242,0.0,0.8119,116.0199,1.1514,0.0
2597,3864.4068,0.0963059999999999,0.0,0.0,0.10231,0.9,2.66,0.0211237,0.0,0.9413,116.0234,1.0983,0.0
2598,3864.5592,0.072031,0.0,0.0,0.0733329999999999,0.9,2.66,0.0211231,0.0,0.9822,116.027,0.861,0.0
2599,3864.7116,0.064236,0.0,0.0,0.09656,0.9,2.66,0.0211226,0.0,0.6652,116.0305,1.0237,0.0
2600,3864.864,0.0746799999999999,0.0,0.0,0.0982929999999999,0.9,2.66,0.021122,0.0,0.7598,116.0341,0.9394,0.0
2601,3865.0164,0.098145,0.0,0.0,0.1045369999999999,0.9,2.66,0.0211215,0.0,0.9389,116.0376,1.0601,0.0
2602,3865.1688,0.099199,0.0,0.0,0.10795,0.9,2.66,0.0211209,0.0,0.9189,116.0412,1.2275,0.0
2603,3865.3212,0.103316,0.0,0.0,0.125545,0.9,2.66,0.0211204,0.0,0.8228999999999999,116.0447,1.1872,0.0
2604,3865.4736,0.063718,0.0,0.0,0.063718,0.9,2.66,0.0211199,0.0,1.0,116.0483,1.2393,0.0
2605,3865.626,0.100346,0.0,0.0,0.113543,0.9,2.66,0.0211192999999999,0.0,0.8838,116.0518,1.2396,0.0
2606,3865.7784,0.022847,0.0,0.0,0.022847,0.9,2.66,0.0211188,0.0,1.0,116.0554,1.085,0.0
2607,3865.9308,0.0,0.0,0.0,0.0,0.9,2.66,0.0211182,0.0,1.0,116.0589,0.8069,0.0
2608,3866.0832,0.020977,0.0,0.0,0.020977,0.9,2.66,0.0211177,0.0,1.0,116.0624,0.7587,0.0
2609,3866.2356,0.065777,0.0,0.0,0.1027339999999999,0.9,2.66,0.0211171,0.0,0.6403,116.066,0.8285,0.0
2610,3866.388,0.07893,0.0,0.0,0.08752,0.9,2.66,0.0211166,0.0,0.9018,116.0695,1.1149,0.0
2611,3866.5404,0.103301,0.0,0.0,0.110197,0.9,2.66,0.021116,0.0,0.9374,116.0731,1.1515,0.0
2612,3866.6928,0.098098,0.0,0.0,0.101148,0.9,2.66,0.0211155,0.0,0.9698000000000002,116.07660000000004,1.273,0.0
2613,3866.8452,0.097819,0.0,0.0,0.103974,0.9,2.66,0.021115,0.0,0.9408,116.0802,1.2743,0.0
2614,3866.9976,0.098506,0.0,0.0,0.101708,0.9,2.66,0.0211144,0.0,0.9685,116.0837,1.2247,0.0
2615,3867.15,0.102233,0.0,0.0,0.115323,0.9,2.66,0.0211139,0.0,0.8865,116.08730000000004,1.2681,0.0
2616,3867.3024,0.099267,0.0,0.0,0.121583,0.9,2.66,0.0211132999999999,0.0,0.8165,116.0908,1.3351,0.0
2617,3867.4548,0.0891519999999999,0.0,0.0,0.107405,0.9,2.66,0.0211127999999999,0.0,0.8301,116.0944,1.3747,0.0
2618,3867.6072,0.094557,0.0,0.0,0.118168,0.9,2.66,0.0211122,0.0,0.8002,116.0979,1.3294,0.0
2619,3867.7596,0.098261,0.0,0.0,0.1159119999999999,0.9,2.66,0.0211117,0.0,0.8477,116.1015,1.3853,0.0
2620,3867.912,0.09395,0.0,0.0,0.109667,0.9,2.66,0.0211111,0.0,0.8567,116.105,1.4101,0.0
2621,3868.0644,0.089268,0.0,0.0,0.103985,0.9,2.66,0.0211106,0.0,0.8585,116.1086,1.4042,0.0
2622,3868.2168,0.089724,0.0,0.0,0.103977,0.9,2.66,0.0211101,0.0,0.8629,116.1121,1.3162,0.0
2623,3868.3692,0.09589,0.0,0.0,0.109652,0.9,2.66,0.0211095,0.0,0.8745,116.1157,1.3303,0.0
2624,3868.5216,0.102175,0.0,0.0,0.12044,0.9,2.66,0.021109,0.0,0.8483,116.1192,1.3698,0.0
2625,3868.674,0.102121,0.0,0.0,0.130668,0.9,2.66,0.0211084,0.0,0.7814999999999999,116.1227,1.4374,0.0
2626,3868.8264,0.094237,0.0,0.0,0.097771,0.9,2.66,0.0211079,0.0,0.9639,116.1263,1.4102,0.0
2627,3868.9788,0.101466,0.0,0.0,0.1090759999999999,0.9,2.66,0.0211073,0.0,0.9302,116.1298,1.426,0.0
2628,3869.1312,0.107922,0.0,0.0,0.137463,0.9,2.66,0.0211068,0.0,0.7851,116.1334,1.2342,0.0
2629,3869.2836,0.11091,0.0,0.0,0.191974,0.9,2.66,0.0211062999999999,0.0,0.5777,116.1369,1.3287000000000002,0.0
2630,3869.436,0.111029,0.0,0.0,0.169915,0.9,2.66,0.0211057,0.0,0.6534,116.1405,1.2113,0.0
2631,3869.5884,0.117033,0.0,0.0,0.164212,0.9,2.66,0.0211052,0.0,0.7127,116.144,1.2218000000000002,0.0
2632,3869.7408,0.113188,0.0,0.0,0.13867,0.9,2.66,0.0211045999999999,0.0,0.8162,116.1476,1.294,0.0
2633,3869.8932,0.109079,0.0,0.0,0.126153,0.9,2.66,0.0211041,0.0,0.8647,116.15110000000004,1.2999,0.0
2634,3870.0456,0.1091289999999999,0.0,0.0,0.128406,0.9,2.66,0.0211035,0.0,0.8499,116.1547,1.3135,0.0
2635,3870.198,0.108565,0.0,0.0,0.118195,0.9,2.66,0.021103,0.0,0.9185,116.1582,1.3115,0.0
2636,3870.3504,0.094917,0.0,0.0,0.094917,0.9,2.66,0.0211024,0.0,1.0,116.16180000000004,1.2961,0.0
2637,3870.5028,0.08751,0.0,0.0,0.08751,0.9,2.66,0.0211019,0.0,1.0,116.1653,1.2023,0.0
2638,3870.6552,0.108207,0.0,0.0,0.118709,0.9,2.66,0.0211014,0.0,0.9115,116.1689,1.1275,0.0
2639,3870.8076,0.104628,0.0,0.0,0.107969,0.9,2.66,0.0211008,0.0,0.9691,116.1724,1.1641,0.0
2640,3870.96,0.106905,0.0,0.0,0.1096569999999999,0.9,2.66,0.0211003,0.0,0.9749,116.176,1.1796,0.0
2641,3871.1124,0.1106569999999999,0.0,0.0,0.118738,0.9,2.66,0.0210997,0.0,0.9319,116.1795,1.1481,0.0
2642,3871.2648,0.105031,0.0,0.0,0.106834,0.9,2.66,0.0210992,0.0,0.9831,116.1831,1.167,0.0
2643,3871.4172,0.105718,0.0,0.0,0.1266789999999999,0.9,2.66,0.0210986,0.0,0.8345,116.1866,1.1843,0.0
2644,3871.5696,0.1019289999999999,0.0,0.0,0.116491,0.9,2.66,0.0210980999999999,0.0,0.875,116.1902,1.2299000000000002,0.0
2645,3871.722,0.102835,0.0,0.0,0.112505,0.9,2.66,0.0210976,0.0,0.914,116.1937,1.2528,0.0
2646,3871.8744,0.104521,0.0,0.0,0.110798,0.9,2.66,0.021097,0.0,0.9433,116.1973,1.2584,0.0
2647,3872.0268,0.1036869999999999,0.0,0.0,0.111363,0.9,2.66,0.0210965,0.0,0.9311,116.2008,1.3559,0.0
2648,3872.1792,0.104339,0.0,0.0,0.124415,0.9,2.66,0.0210959,0.0,0.8386,116.2044,1.3733,0.0
2649,3872.3316,0.1032589999999999,0.0,0.0,0.104004,0.9,2.66,0.0210954,0.0,0.9928,116.2079,1.3089,0.0
2650,3872.484,0.114281,0.0,0.0,0.123838,0.9,2.66,0.0210947999999999,0.0,0.9228,116.2115,1.3449,0.0
2651,3872.6364,0.1074359999999999,0.0,0.0,0.1147849999999999,0.9,2.66,0.0210943,0.0,0.936,116.215,1.3054,0.0
2652,3872.7888,0.102419,0.0,0.0,0.111368,0.9,2.66,0.0210937,0.0,0.9196,116.2186,1.2848,0.0
2653,3872.9412,0.100834,0.0,0.0,0.113066,0.9,2.66,0.0210932,0.0,0.8918,116.2221,1.3542,0.0
2654,3873.0936,0.103881,0.0,0.0,0.127254,0.9,2.66,0.0210927,0.0,0.8163,116.2257,1.2862,0.0
2655,3873.246,0.103519,0.0,0.0,0.133515,0.9,2.66,0.0210921,0.0,0.7753,116.2292,1.2447,0.0
2656,3873.3984,0.101256,0.0,0.0,0.130686,0.9,2.66,0.0210916,0.0,0.7748,116.2328,1.2566,0.0
2657,3873.5508,0.100673,0.0,0.0,0.12217,0.9,2.66,0.021091,0.0,0.8240000000000001,116.2363,1.2638,0.0
2658,3873.7032,0.102669,0.0,0.0,0.115917,0.9,2.66,0.0210905,0.0,0.8857,116.2399,1.2887,0.0
2659,3873.8556,0.1060609999999999,0.0,0.0,0.118746,0.9,2.66,0.0210899,0.0,0.8932,116.2434,1.2841,0.0
2660,3874.008,0.107292,0.0,0.0,0.124992,0.9,2.66,0.0210894,0.0,0.8584,116.24700000000004,1.3575,0.0
2661,3874.1604,0.105152,0.0,0.0,0.119893,0.9,2.66,0.0210889,0.0,0.877,116.2505,1.3502,0.0
2662,3874.3128,0.100811,0.0,0.0,0.106268,0.9,2.66,0.0210882999999999,0.0,0.9487,116.2541,1.3514,0.0
2663,3874.4652,0.1011529999999999,0.0,0.0,0.114194,0.9,2.66,0.0210878,0.0,0.8858,116.2576,1.3409,0.0
2664,3874.6176,0.095909,0.0,0.0,0.102288,0.9,2.66,0.0210872,0.0,0.9376,116.2612,1.321,0.0
2665,3874.77,0.101846,0.0,0.0,0.138589,0.9,2.66,0.0210867,0.0,0.7349,116.2647,1.3279,0.0
2666,3874.9224,0.091915,0.0,0.0,0.098348,0.9,2.66,0.0210861,0.0,0.9346,116.2683,1.289,0.0
2667,3875.0748,0.097366,0.0,0.0,0.120993,0.9,2.66,0.0210856,0.0,0.8046999999999999,116.2718,1.3423,0.0
2668,3875.2272,0.104331,0.0,0.0,0.142585,0.9,2.66,0.021085,0.0,0.7317,116.2754,1.3030000000000002,0.0
2669,3875.3796,0.103674,0.0,0.0,0.121051,0.9,2.66,0.0210845,0.0,0.8564,116.2789,1.2653,0.0
2670,3875.532,0.100058,0.0,0.0,0.104567,0.9,2.66,0.021084,0.0,0.9569,116.2825,1.2716,0.0
2671,3875.6844,0.091082,0.0,0.0,0.105113,0.9,2.66,0.0210834,0.0,0.8665,116.286,1.274,0.0
2672,3875.8368,0.092907,0.0,0.0,0.11703,0.9,2.66,0.0210829,0.0,0.7939,116.2896,1.2631,0.0
2673,3875.9892,0.102013,0.0,0.0,0.130664,0.9,2.66,0.0210822999999999,0.0,0.7807,116.2931,1.224,0.0
2674,3876.1416,0.101812,0.0,0.0,0.1210349999999999,0.9,2.66,0.0210817999999999,0.0,0.8412,116.2967,1.2143,0.0
2675,3876.294,0.100923,0.0,0.0,0.1108089999999999,0.9,2.66,0.0210812,0.0,0.9108,116.3002,1.2247,0.0
2676,3876.4464,0.094907,0.0,0.0,0.094907,0.9,2.66,0.0210807,0.0,1.0,116.3038,1.1992,0.0
2677,3876.5988,0.085807,0.0,0.0,0.085807,0.9,2.66,0.0210802,0.0,1.0,116.3073,1.2786,0.0
2678,3876.7512,0.106126,0.0,0.0,0.1165079999999999,0.9,2.66,0.0210796,0.0,0.9109,116.3109,1.3159,0.0
2679,3876.9036,0.10692,0.0,0.0,0.125556,0.9,2.66,0.0210791,0.0,0.8516,116.3144,1.32,0.0
2680,3877.056,0.112471,0.0,0.0,0.148833,0.9,2.66,0.0210785,0.0,0.7557,116.318,1.3091,0.0
2681,3877.2084,0.1109359999999999,0.0,0.0,0.132408,0.9,2.66,0.021078,0.0,0.8378,116.3215,1.3252,0.0
2682,3877.3608,0.112898,0.0,0.0,0.136926,0.9,2.66,0.0210774,0.0,0.8245,116.3251,1.3305,0.0
2683,3877.5132,0.115229,0.0,0.0,0.131825,0.9,2.66,0.0210769,0.0,0.8741,116.3286,1.3194,0.0
2684,3877.6656,0.110224,0.0,0.0,0.117065,0.9,2.66,0.0210764,0.0,0.9416000000000002,116.3322,1.3291,0.0
2685,3877.818,0.109998,0.0,0.0,0.121018,0.9,2.66,0.0210758,0.0,0.9089,116.3357,1.2954,0.0
2686,3877.9704,0.110841,0.0,0.0,0.1284,0.9,2.66,0.0210752999999999,0.0,0.8631999999999999,116.3393,1.301,0.0
2687,3878.1228,0.109176,0.0,0.0,0.12387,0.9,2.66,0.0210747,0.0,0.8813999999999999,116.3428,1.3553,0.0
2688,3878.2752,0.108624,0.0,0.0,0.117622,0.9,2.66,0.0210742,0.0,0.9235,116.3464,1.3609000000000002,0.0
2689,3878.4276,0.112622,0.0,0.0,0.123288,0.9,2.66,0.0210735999999999,0.0,0.9135,116.3499,1.3391,0.0
2690,3878.58,0.110378,0.0,0.0,0.115351,0.9,2.66,0.0210731,0.0,0.9569,116.3535,1.3087,0.0
2691,3878.7324,0.108484,0.0,0.0,0.110234,0.9,2.66,0.0210726,0.0,0.9841,116.35700000000004,1.3099,0.0
2692,3878.8848,0.111105,0.0,0.0,0.123846,0.9,2.66,0.021072,0.0,0.8971,116.3606,1.2974,0.0
2693,3879.0372,0.10363,0.0,0.0,0.1147849999999999,0.9,2.66,0.0210715,0.0,0.9028,116.3642,1.3191,0.0
2694,3879.1896,0.098775,0.0,0.0,0.110233,0.9,2.66,0.0210709,0.0,0.8961,116.36770000000004,1.2665,0.0
2695,3879.342,0.099889,0.0,0.0,0.112497,0.9,2.66,0.0210704,0.0,0.8879,116.3712,1.2484,0.0
2696,3879.4944,0.100838,0.0,0.0,0.110798,0.9,2.66,0.0210698,0.0,0.9101,116.3748,1.2562,0.0
2697,3879.6468,0.109466,0.0,0.0,0.142005,0.9,2.66,0.0210693,0.0,0.7709,116.37840000000004,1.2682000000000002,0.0
2698,3879.7992,0.104904,0.0,0.0,0.117078,0.9,2.66,0.0210688,0.0,0.8959999999999999,116.3819,1.2386,0.0
2699,3879.9516,0.105638,0.0,0.0,0.123287,0.9,2.66,0.0210682,0.0,0.8568,116.3855,1.187,0.0
2700,3880.104,0.092654,0.0,0.0,0.092654,0.9,2.66,0.0210677,0.0,1.0,116.389,1.13,0.0
2701,3880.2564,0.095813,0.0,0.0,0.099423,0.9,2.66,0.0210671,0.0,0.9637,116.3926,1.0529,0.0
2702,3880.4088,0.099419,0.0,0.0,0.107376,0.9,2.66,0.0210666,0.0,0.9259,116.3961,1.0214,0.0
2703,3880.5612,0.038159,0.0,0.0,0.038159,0.9,2.66,0.021066,0.0,1.0,116.3997,1.0639,0.0
2704,3880.7136,0.0074269999999999,0.0,0.0,0.0074269999999999,0.9,2.66,0.0210655,0.0,1.0,116.4032,1.1468,0.0
2705,3880.866,0.0,0.0,0.0,0.0,0.9,2.66,0.021065,0.0,1.0,116.4068,1.1556,0.0
2706,3881.0184,0.035168,0.0,0.0,0.035168,0.9,2.66,0.0210644,0.0,1.0,116.4103,1.2064,0.0
2707,3881.1708,0.0539529999999999,0.0,0.0,0.0539529999999999,0.9,2.66,0.0210639,0.0,1.0,116.4139,1.276,0.0
2708,3881.3232,0.106788,0.0,0.0,0.123205,0.9,2.66,0.0210632999999999,0.0,0.8668,116.4174,1.3491,0.0
2709,3881.4756,0.114892,0.0,0.0,0.169825,0.9,2.66,0.0210628,0.0,0.6765,116.421,1.3785,0.0
2710,3881.628,0.110296,0.0,0.0,0.146621,0.9,2.66,0.0210622,0.0,0.7521999999999999,116.4245,1.3209,0.0
2711,3881.7804,0.108605,0.0,0.0,0.13354,0.9,2.66,0.0210617,0.0,0.8133,116.4281,1.2359000000000002,0.0
2712,3881.9328,0.098342,0.0,0.0,0.098342,0.9,2.66,0.0210612,0.0,1.0,116.4317,1.2274,0.0
2713,3882.0852,0.101329,0.0,0.0,0.102268,0.9,2.66,0.0210606,0.0,0.9908,116.4352,1.2611,0.0
2714,3882.2376,0.09983,0.0,0.0,0.100003,0.9,2.66,0.0210601,0.0,0.9983,116.4388,1.2568,0.0
2715,3882.39,0.105821,0.0,0.0,0.11986,0.9,2.66,0.0210595,0.0,0.8829,116.4423,1.2854,0.0
2716,3882.5424,0.105291,0.0,0.0,0.123291,0.9,2.66,0.021059,0.0,0.8540000000000001,116.4459,1.2835,0.0
2717,3882.6948,0.107424,0.0,0.0,0.145426,0.9,2.66,0.0210584,0.0,0.7387,116.4494,1.2728,0.0
2718,3882.8472,0.10827,0.0,0.0,0.152831,0.9,2.66,0.0210579,0.0,0.7084,116.453,1.325,0.0
2719,3882.9996,0.105694,0.0,0.0,0.122767,0.9,2.66,0.0210574,0.0,0.8609,116.4565,1.3664,0.0
2720,3883.152,0.106083,0.0,0.0,0.109109,0.9,2.66,0.0210567999999999,0.0,0.9723,116.4601,1.335,0.0
2721,3883.3044,0.100979,0.0,0.0,0.108524,0.9,2.66,0.0210563,0.0,0.9305000000000002,116.46360000000004,1.2878,0.0
2722,3883.4568,0.097524,0.0,0.0,0.11363,0.9,2.66,0.0210557,0.0,0.8583,116.4672,1.2487,0.0
2723,3883.6092,0.097631,0.0,0.0,0.1136359999999999,0.9,2.66,0.0210552,0.0,0.8591999999999999,116.4707,1.2298,0.0
2724,3883.7616,0.103271,0.0,0.0,0.114771,0.9,2.66,0.0210546,0.0,0.8998,116.47430000000004,1.2436,0.0
2725,3883.914,0.110825,0.0,0.0,0.130661,0.9,2.66,0.0210541,0.0,0.8482,116.4779,1.276,0.0
2726,3884.0664,0.10845,0.0,0.0,0.131817,0.9,2.66,0.0210536,0.0,0.8227,116.4814,1.2595,0.0
2727,3884.2188,0.100133,0.0,0.0,0.11366,0.9,2.66,0.021053,0.0,0.8809999999999999,116.48500000000004,1.2371,0.0
2728,3884.3712,0.098011,0.0,0.0,0.111367,0.9,2.66,0.0210525,0.0,0.8801,116.4885,1.2464,0.0
2729,3884.5236,0.100837,0.0,0.0,0.109094,0.9,2.66,0.0210519,0.0,0.9243,116.4921,1.2642000000000002,0.0
